Key,Score,First Word,antibiotic,gene
ciprofloxacin_K18305,2,Moderate,ciprofloxacin,K18305
ciprofloxacin_K18306,2,Moderate,ciprofloxacin,K18306
ciprofloxacin_K18308,3,Strong,ciprofloxacin,K18308
ciprofloxacin_K18324,3,Strong,ciprofloxacin,K18324
ciprofloxacin_K18555,3,Strong,ciprofloxacin,K18555
ciprofloxacin_K18591,3,Strong,ciprofloxacin,K18591
ciprofloxacin_K18698,3,Strong,ciprofloxacin,K18698
ciprofloxacin_K18780,2,Moderate,ciprofloxacin,K18780
ciprofloxacin_K18898,3,Strong,ciprofloxacin,K18898
ciprofloxacin_K18899,3,Strong,ciprofloxacin,K18899
ciprofloxacin_K18902,3,Strong,ciprofloxacin,K18902
ciprofloxacin_K18903,3,Strong,ciprofloxacin,K18903
ciprofloxacin_K18908,3,Strong,ciprofloxacin,K18908
ciprofloxacin_K18975,3,Strong,ciprofloxacin,K18975
ciprofloxacin_K19271,-1,Evidence,ciprofloxacin,K19271
ciprofloxacin_K19299,1,Weak,ciprofloxacin,K19299
ciprofloxacin_K19576,3,Strong,ciprofloxacin,K19576
ciprofloxacin_K19585,3,Strong,ciprofloxacin,K19585
ciprofloxacin_K19586,3,Strong,ciprofloxacin,K19586
ciprofloxacin_K19593,3,Strong,ciprofloxacin,K19593
ciprofloxacin_K19594,2,Moderate,ciprofloxacin,K19594
ciprofloxacin_K20320,-1,Evidence,ciprofloxacin,K20320
ciprofloxacin_K21134,3,Strong,ciprofloxacin,K21134
ciprofloxacin_K21135,3,Strong,ciprofloxacin,K21135
clindamycin_K00561,3,Strong,clindamycin,K00561
clindamycin_K03327,2,Moderate,clindamycin,K03327
clindamycin_K03395,2,Moderate,clindamycin,K03395
clindamycin_K03543,1,Weak,clindamycin,K03543
clindamycin_K03585,3,Strong,clindamycin,K03585
clindamycin_K06159,2,Moderate,clindamycin,K06159
clindamycin_K06880,2,Moderate,clindamycin,K06880
clindamycin_K06979,3,Strong,clindamycin,K06979
clindamycin_K07552,2,Moderate,clindamycin,K07552
clindamycin_K07664,2,Moderate,clindamycin,K07664
clindamycin_K07789,2,Moderate,clindamycin,K07789
clindamycin_K08170,2,Moderate,clindamycin,K08170
clindamycin_K09476,2,Moderate,clindamycin,K09476
clindamycin_K12340,2,Moderate,clindamycin,K12340
clindamycin_K13632,2,Moderate,clindamycin,K13632
clindamycin_K15549,3,Strong,clindamycin,K15549
clindamycin_K15550,2,Moderate,clindamycin,K15550
clindamycin_K18129,3,Strong,clindamycin,K18129
clindamycin_K18130,-1,Evidence,clindamycin,K18130
clindamycin_K18131,3,Strong,clindamycin,K18131
clindamycin_K18138,3,Strong,clindamycin,K18138
clindamycin_K18139,3,Strong,clindamycin,K18139
clindamycin_K18141,1,Weak,clindamycin,K18141
clindamycin_K18142,2,Moderate,clindamycin,K18142
clindamycin_K18145,2,Moderate,clindamycin,K18145
clindamycin_K18147,2,Moderate,clindamycin,K18147
clindamycin_K18231,3,Strong,clindamycin,K18231
clindamycin_K18294,2,Moderate,clindamycin,K18294
clindamycin_K18295,2,Moderate,clindamycin,K18295
clindamycin_K18298,2,Moderate,clindamycin,K18298
clindamycin_K18299,3,Strong,clindamycin,K18299
clindamycin_K18303,1,Weak,clindamycin,K18303
clindamycin_K18305,2,Moderate,clindamycin,K18305
clindamycin_K18306,3,Strong,clindamycin,K18306
clindamycin_K18307,3,Strong,clindamycin,K18307
clindamycin_K18308,1,Weak,clindamycin,K18308
clindamycin_K18552,2,Moderate,clindamycin,K18552
clindamycin_K18590,2,Moderate,clindamycin,K18590
clindamycin_K18794,3,Strong,clindamycin,K18794
clindamycin_K18795,3,Strong,clindamycin,K18795
clindamycin_K18816,-1,Evidence,clindamycin,K18816
clindamycin_K18845,2,Moderate,clindamycin,K18845
clindamycin_K18899,1,Weak,clindamycin,K18899
clindamycin_K18901,2,Moderate,clindamycin,K18901
clindamycin_K18902,2,Moderate,clindamycin,K18902
clindamycin_K18903,2,Moderate,clindamycin,K18903
clindamycin_K18908,1,Weak,clindamycin,K18908
clindamycin_K18975,3,Strong,clindamycin,K18975
clindamycin_K19061,2,Moderate,clindamycin,K19061
clindamycin_K19585,2,Moderate,clindamycin,K19585
clindamycin_K19586,2,Moderate,clindamycin,K19586
clindamycin_K19594,2,Moderate,clindamycin,K19594
clindamycin_K19595,2,Moderate,clindamycin,K19595
clindamycin_K19643,-1,Evidence,clindamycin,K19643
clindamycin_K19645,3,Strong,clindamycin,K19645
clindamycin_K21134,2,Moderate,clindamycin,K21134
clindamycin_K21137,3,Strong,clindamycin,K21137
doripenem_K00687,2,Moderate,doripenem,K00687
doripenem_K01467,2,Moderate,doripenem,K01467
doripenem_K02469,2,Moderate,doripenem,K02469
doripenem_K02470,2,Moderate,doripenem,K02470
doripenem_K02547,2,Moderate,doripenem,K02547
doripenem_K03043,2,Moderate,doripenem,K03043
doripenem_K03446,3,Strong,doripenem,K03446
doripenem_K03577,2,Moderate,doripenem,K03577
doripenem_K03585,1,Weak,doripenem,K03585
doripenem_K03587,3,Strong,doripenem,K03587
doripenem_K07264,2,Moderate,doripenem,K07264
doripenem_K07642,3,Strong,doripenem,K07642
doripenem_K07660,2,Moderate,doripenem,K07660
doripenem_K07664,3,Strong,doripenem,K07664
doripenem_K07788,3,Strong,doripenem,K07788
doripenem_K07789,3,Strong,doripenem,K07789
doripenem_K08161,3,Strong,doripenem,K08161
doripenem_K08162,3,Strong,doripenem,K08162
doripenem_K08170,3,Strong,doripenem,K08170
doripenem_K09475,2,Moderate,doripenem,K09475
doripenem_K09476,3,Strong,doripenem,K09476
doripenem_K10012,1,Weak,doripenem,K10012
doripenem_K12340,3,Strong,doripenem,K12340
doripenem_K13632,2,Moderate,doripenem,K13632
doripenem_K15549,2,Moderate,doripenem,K15549
doripenem_K15550,2,Moderate,doripenem,K15550
doripenem_K17836,3,Strong,doripenem,K17836
doripenem_K18072,2,Moderate,doripenem,K18072
doripenem_K18073,1,Weak,doripenem,K18073
doripenem_K18093,3,Strong,doripenem,K18093
doripenem_K18095,3,Strong,doripenem,K18095
doripenem_K18130,3,Strong,doripenem,K18130
doripenem_K18131,3,Strong,doripenem,K18131
doripenem_K18135,-1,Evidence,doripenem,K18135
doripenem_K18138,2,Moderate,doripenem,K18138
doripenem_K18139,3,Strong,doripenem,K18139
doripenem_K18140,2,Moderate,doripenem,K18140
doripenem_K18141,3,Strong,doripenem,K18141
doripenem_K18145,3,Strong,doripenem,K18145
doripenem_K18295,3,Strong,doripenem,K18295
doripenem_K18299,2,Moderate,doripenem,K18299
doripenem_K18302,3,Strong,doripenem,K18302
doripenem_K18303,3,Strong,doripenem,K18303
doripenem_K18307,3,Strong,doripenem,K18307
doripenem_K18308,3,Strong,doripenem,K18308
doripenem_K18555,-1,Evidence,doripenem,K18555
doripenem_K18698,3,Strong,doripenem,K18698
doripenem_K18699,3,Strong,doripenem,K18699
doripenem_K18766,3,Strong,doripenem,K18766
doripenem_K18767,3,Strong,doripenem,K18767
doripenem_K18768,3,Strong,doripenem,K18768
doripenem_K18780,3,Strong,doripenem,K18780
doripenem_K18781,3,Strong,doripenem,K18781
doripenem_K18782,3,Strong,doripenem,K18782
doripenem_K18790,2,Moderate,doripenem,K18790
doripenem_K18791,3,Strong,doripenem,K18791
doripenem_K18793,3,Strong,doripenem,K18793
doripenem_K18794,3,Strong,doripenem,K18794
doripenem_K18795,3,Strong,doripenem,K18795
doripenem_K18796,3,Strong,doripenem,K18796
doripenem_K18797,3,Strong,doripenem,K18797
doripenem_K18892,2,Moderate,doripenem,K18892
doripenem_K18899,1,Weak,doripenem,K18899
doripenem_K18901,3,Strong,doripenem,K18901
doripenem_K18908,3,Strong,doripenem,K18908
doripenem_K18934,2,Moderate,doripenem,K18934
doripenem_K18941,3,Strong,doripenem,K18941
doripenem_K18970,3,Strong,doripenem,K18970
doripenem_K18971,3,Strong,doripenem,K18971
doripenem_K18972,3,Strong,doripenem,K18972
doripenem_K18973,3,Strong,doripenem,K18973
doripenem_K18975,3,Strong,doripenem,K18975
doripenem_K18976,3,Strong,doripenem,K18976
doripenem_K19096,3,Strong,doripenem,K19096
doripenem_K19097,3,Strong,doripenem,K19097
doripenem_K19100,2,Moderate,doripenem,K19100
doripenem_K19101,3,Strong,doripenem,K19101
doripenem_K19215,3,Strong,doripenem,K19215
doripenem_K19278,3,Strong,doripenem,K19278
doripenem_K19318,3,Strong,doripenem,K19318
doripenem_K19319,3,Strong,doripenem,K19319
doripenem_K19576,3,Strong,doripenem,K19576
doripenem_K19585,2,Moderate,doripenem,K19585
doripenem_K19593,3,Strong,doripenem,K19593
doripenem_K20319,3,Strong,doripenem,K20319
doripenem_K20320,2,Moderate,doripenem,K20320
doripenem_K21135,3,Strong,doripenem,K21135
doripenem_K21136,3,Strong,doripenem,K21136
ertapenem_K00287,2,Moderate,ertapenem,K00287
ertapenem_K00687,3,Strong,ertapenem,K00687
ertapenem_K01467,3,Strong,ertapenem,K01467
ertapenem_K02469,2,Moderate,ertapenem,K02469
ertapenem_K03327,3,Strong,ertapenem,K03327
ertapenem_K03446,3,Strong,ertapenem,K03446
ertapenem_K03585,3,Strong,ertapenem,K03585
ertapenem_K03712,3,Strong,ertapenem,K03712
ertapenem_K03760,2,Moderate,ertapenem,K03760
ertapenem_K06159,2,Moderate,ertapenem,K06159
ertapenem_K07552,2,Moderate,ertapenem,K07552
ertapenem_K07642,2,Moderate,ertapenem,K07642
ertapenem_K07662,2,Moderate,ertapenem,K07662
ertapenem_K07788,3,Strong,ertapenem,K07788
ertapenem_K07789,3,Strong,ertapenem,K07789
ertapenem_K07799,3,Strong,ertapenem,K07799
ertapenem_K08161,3,Strong,ertapenem,K08161
ertapenem_K08167,3,Strong,ertapenem,K08167
ertapenem_K08170,2,Moderate,ertapenem,K08170
ertapenem_K08217,-1,Evidence,ertapenem,K08217
ertapenem_K09475,3,Strong,ertapenem,K09475
ertapenem_K09476,3,Strong,ertapenem,K09476
ertapenem_K12340,3,Strong,ertapenem,K12340
ertapenem_K12556,3,Strong,ertapenem,K12556
ertapenem_K13632,2,Moderate,ertapenem,K13632
ertapenem_K15547,2,Moderate,ertapenem,K15547
ertapenem_K15549,3,Strong,ertapenem,K15549
ertapenem_K15550,2,Moderate,ertapenem,K15550
ertapenem_K17836,3,Strong,ertapenem,K17836
ertapenem_K18073,3,Strong,ertapenem,K18073
ertapenem_K18093,3,Strong,ertapenem,K18093
ertapenem_K18095,3,Strong,ertapenem,K18095
ertapenem_K18129,2,Moderate,ertapenem,K18129
ertapenem_K18130,3,Strong,ertapenem,K18130
ertapenem_K18131,2,Moderate,ertapenem,K18131
ertapenem_K18135,2,Moderate,ertapenem,K18135
ertapenem_K18138,3,Strong,ertapenem,K18138
ertapenem_K18139,3,Strong,ertapenem,K18139
ertapenem_K18140,3,Strong,ertapenem,K18140
ertapenem_K18141,2,Moderate,ertapenem,K18141
ertapenem_K18142,3,Strong,ertapenem,K18142
ertapenem_K18144,3,Strong,ertapenem,K18144
ertapenem_K18145,3,Strong,ertapenem,K18145
ertapenem_K18147,2,Moderate,ertapenem,K18147
ertapenem_K18150,3,Strong,ertapenem,K18150
ertapenem_K18294,2,Moderate,ertapenem,K18294
ertapenem_K18297,3,Strong,ertapenem,K18297
ertapenem_K18298,3,Strong,ertapenem,K18298
ertapenem_K18299,2,Moderate,ertapenem,K18299
ertapenem_K18300,2,Moderate,ertapenem,K18300
ertapenem_K18301,3,Strong,ertapenem,K18301
ertapenem_K18305,3,Strong,ertapenem,K18305
ertapenem_K18306,3,Strong,ertapenem,K18306
ertapenem_K18307,3,Strong,ertapenem,K18307
ertapenem_K18308,3,Strong,ertapenem,K18308
ertapenem_K18589,2,Moderate,ertapenem,K18589
ertapenem_K18698,3,Strong,ertapenem,K18698
ertapenem_K18766,3,Strong,ertapenem,K18766
ertapenem_K18767,2,Moderate,ertapenem,K18767
ertapenem_K18768,3,Strong,ertapenem,K18768
ertapenem_K18780,3,Strong,ertapenem,K18780
ertapenem_K18781,3,Strong,ertapenem,K18781
ertapenem_K18782,3,Strong,ertapenem,K18782
ertapenem_K18790,3,Strong,ertapenem,K18790
ertapenem_K18791,3,Strong,ertapenem,K18791
ertapenem_K18792,3,Strong,ertapenem,K18792
ertapenem_K18793,3,Strong,ertapenem,K18793
ertapenem_K18794,3,Strong,ertapenem,K18794
ertapenem_K18795,3,Strong,ertapenem,K18795
ertapenem_K18796,3,Strong,ertapenem,K18796
ertapenem_K18797,3,Strong,ertapenem,K18797
ertapenem_K18898,3,Strong,ertapenem,K18898
ertapenem_K18899,2,Moderate,ertapenem,K18899
ertapenem_K18901,2,Moderate,ertapenem,K18901
ertapenem_K18902,2,Moderate,ertapenem,K18902
ertapenem_K18908,2,Moderate,ertapenem,K18908
ertapenem_K18909,3,Strong,ertapenem,K18909
ertapenem_K18934,2,Moderate,ertapenem,K18934
ertapenem_K18970,3,Strong,ertapenem,K18970
ertapenem_K18971,3,Strong,ertapenem,K18971
ertapenem_K18972,3,Strong,ertapenem,K18972
ertapenem_K18973,3,Strong,ertapenem,K18973
ertapenem_K18976,3,Strong,ertapenem,K18976
ertapenem_K19096,3,Strong,ertapenem,K19096
ertapenem_K19097,3,Strong,ertapenem,K19097
ertapenem_K19100,3,Strong,ertapenem,K19100
ertapenem_K19101,3,Strong,ertapenem,K19101
ertapenem_K19215,3,Strong,ertapenem,K19215
ertapenem_K19218,3,Strong,ertapenem,K19218
ertapenem_K19318,3,Strong,ertapenem,K19318
ertapenem_K19319,3,Strong,ertapenem,K19319
ertapenem_K19585,2,Moderate,ertapenem,K19585
ertapenem_K19586,3,Strong,ertapenem,K19586
ertapenem_K19644,2,Moderate,ertapenem,K19644
ertapenem_K20319,3,Strong,ertapenem,K20319
erythromycin_K00561,3,Strong,erythromycin,K00561
erythromycin_K00563,3,Strong,erythromycin,K00563
erythromycin_K00984,3,Strong,erythromycin,K00984
erythromycin_K03043,2,Moderate,erythromycin,K03043
erythromycin_K03297,3,Strong,erythromycin,K03297
erythromycin_K03327,3,Strong,erythromycin,K03327
erythromycin_K03395,-1,Evidence,erythromycin,K03395
erythromycin_K03446,3,Strong,erythromycin,K03446
erythromycin_K03543,3,Strong,erythromycin,K03543
erythromycin_K03585,2,Moderate,erythromycin,K03585
erythromycin_K03712,3,Strong,erythromycin,K03712
erythromycin_K04343,3,Strong,erythromycin,K04343
erythromycin_K06159,3,Strong,erythromycin,K06159
erythromycin_K06880,3,Strong,erythromycin,K06880
erythromycin_K06979,3,Strong,erythromycin,K06979
erythromycin_K07552,3,Strong,erythromycin,K07552
erythromycin_K07640,1,Weak,erythromycin,K07640
erythromycin_K07788,3,Strong,erythromycin,K07788
erythromycin_K07789,1,Weak,erythromycin,K07789
erythromycin_K07799,3,Strong,erythromycin,K07799
erythromycin_K08161,2,Moderate,erythromycin,K08161
erythromycin_K08162,3,Strong,erythromycin,K08162
erythromycin_K08167,2,Moderate,erythromycin,K08167
erythromycin_K08170,3,Strong,erythromycin,K08170
erythromycin_K08217,3,Strong,erythromycin,K08217
erythromycin_K09476,2,Moderate,erythromycin,K09476
erythromycin_K12340,3,Strong,erythromycin,K12340
erythromycin_K12975,1,Weak,erythromycin,K12975
erythromycin_K15549,2,Moderate,erythromycin,K15549
erythromycin_K15550,2,Moderate,erythromycin,K15550
erythromycin_K15974,-1,Evidence,erythromycin,K15974
erythromycin_K18095,2,Moderate,erythromycin,K18095
erythromycin_K18129,3,Strong,erythromycin,K18129
erythromycin_K18130,3,Strong,erythromycin,K18130
erythromycin_K18138,2,Moderate,erythromycin,K18138
erythromycin_K18139,3,Strong,erythromycin,K18139
erythromycin_K18140,2,Moderate,erythromycin,K18140
erythromycin_K18141,2,Moderate,erythromycin,K18141
erythromycin_K18142,2,Moderate,erythromycin,K18142
erythromycin_K18145,3,Strong,erythromycin,K18145
erythromycin_K18220,3,Strong,erythromycin,K18220
erythromycin_K18231,3,Strong,erythromycin,K18231
erythromycin_K18294,2,Moderate,erythromycin,K18294
erythromycin_K18295,3,Strong,erythromycin,K18295
erythromycin_K18297,2,Moderate,erythromycin,K18297
erythromycin_K18298,1,Weak,erythromycin,K18298
erythromycin_K18299,3,Strong,erythromycin,K18299
erythromycin_K18300,3,Strong,erythromycin,K18300
erythromycin_K18301,2,Moderate,erythromycin,K18301
erythromycin_K18303,3,Strong,erythromycin,K18303
erythromycin_K18306,2,Moderate,erythromycin,K18306
erythromycin_K18307,3,Strong,erythromycin,K18307
erythromycin_K18308,3,Strong,erythromycin,K18308
erythromycin_K18324,2,Moderate,erythromycin,K18324
erythromycin_K18553,3,Strong,erythromycin,K18553
erythromycin_K18590,3,Strong,erythromycin,K18590
erythromycin_K18591,3,Strong,erythromycin,K18591
erythromycin_K18767,-1,Evidence,erythromycin,K18767
erythromycin_K18790,3,Strong,erythromycin,K18790
erythromycin_K18891,3,Strong,erythromycin,K18891
erythromycin_K18892,3,Strong,erythromycin,K18892
erythromycin_K18898,3,Strong,erythromycin,K18898
erythromycin_K18899,2,Moderate,erythromycin,K18899
erythromycin_K18901,1,Weak,erythromycin,K18901
erythromycin_K18902,3,Strong,erythromycin,K18902
erythromycin_K18906,3,Strong,erythromycin,K18906
erythromycin_K18908,2,Moderate,erythromycin,K18908
erythromycin_K18935,3,Strong,erythromycin,K18935
erythromycin_K18941,2,Moderate,erythromycin,K18941
erythromycin_K18970,2,Moderate,erythromycin,K18970
erythromycin_K18975,2,Moderate,erythromycin,K18975
erythromycin_K19061,3,Strong,erythromycin,K19061
erythromycin_K19097,3,Strong,erythromycin,K19097
erythromycin_K19215,3,Strong,erythromycin,K19215
erythromycin_K19218,3,Strong,erythromycin,K19218
erythromycin_K19271,2,Moderate,erythromycin,K19271
erythromycin_K19274,3,Strong,erythromycin,K19274
erythromycin_K19275,3,Strong,erythromycin,K19275
erythromycin_K19277,3,Strong,erythromycin,K19277
erythromycin_K19300,-1,Evidence,erythromycin,K19300
erythromycin_K19315,3,Strong,erythromycin,K19315
erythromycin_K19576,3,Strong,erythromycin,K19576
erythromycin_K19585,3,Strong,erythromycin,K19585
erythromycin_K19586,3,Strong,erythromycin,K19586
erythromycin_K19593,3,Strong,erythromycin,K19593
erythromycin_K19644,-1,Evidence,erythromycin,K19644
erythromycin_K19645,3,Strong,erythromycin,K19645
erythromycin_K21133,3,Strong,erythromycin,K21133
erythromycin_K21134,2,Moderate,erythromycin,K21134
erythromycin_K21135,3,Strong,erythromycin,K21135
erythromycin_K21136,3,Strong,erythromycin,K21136
erythromycin_K21137,2,Moderate,erythromycin,K21137
erythromycin_K21253,-1,Evidence,erythromycin,K21253
erythromycin_K21265,3,Strong,erythromycin,K21265
gentamicin_K00287,3,Strong,gentamicin,K00287
gentamicin_K00663,3,Strong,gentamicin,K00663
gentamicin_K00796,-1,Evidence,gentamicin,K00796
gentamicin_K00984,3,Strong,gentamicin,K00984
gentamicin_K02547,2,Moderate,gentamicin,K02547
gentamicin_K03046,2,Moderate,gentamicin,K03046
gentamicin_K03297,2,Moderate,gentamicin,K03297
gentamicin_K03327,2,Moderate,gentamicin,K03327
gentamicin_K03395,3,Strong,gentamicin,K03395
gentamicin_K03543,3,Strong,gentamicin,K03543
gentamicin_K03577,2,Moderate,gentamicin,K03577
gentamicin_K03585,3,Strong,gentamicin,K03585
gentamicin_K03587,2,Moderate,gentamicin,K03587
gentamicin_K03712,2,Moderate,gentamicin,K03712
gentamicin_K07788,2,Moderate,gentamicin,K07788
gentamicin_K07789,3,Strong,gentamicin,K07789
gentamicin_K07799,3,Strong,gentamicin,K07799
gentamicin_K08162,2,Moderate,gentamicin,K08162
gentamicin_K08168,3,Strong,gentamicin,K08168
gentamicin_K08170,3,Strong,gentamicin,K08170
gentamicin_K12340,3,Strong,gentamicin,K12340
gentamicin_K15547,2,Moderate,gentamicin,K15547
gentamicin_K15974,2,Moderate,gentamicin,K15974
gentamicin_K18093,3,Strong,gentamicin,K18093
gentamicin_K18095,2,Moderate,gentamicin,K18095
gentamicin_K18129,3,Strong,gentamicin,K18129
gentamicin_K18130,3,Strong,gentamicin,K18130
gentamicin_K18131,3,Strong,gentamicin,K18131
gentamicin_K18135,2,Moderate,gentamicin,K18135
gentamicin_K18138,3,Strong,gentamicin,K18138
gentamicin_K18139,3,Strong,gentamicin,K18139
gentamicin_K18142,2,Moderate,gentamicin,K18142
gentamicin_K18144,3,Strong,gentamicin,K18144
gentamicin_K18145,3,Strong,gentamicin,K18145
gentamicin_K18231,2,Moderate,gentamicin,K18231
gentamicin_K18294,3,Strong,gentamicin,K18294
gentamicin_K18295,2,Moderate,gentamicin,K18295
gentamicin_K18298,2,Moderate,gentamicin,K18298
gentamicin_K18299,2,Moderate,gentamicin,K18299
gentamicin_K18301,3,Strong,gentamicin,K18301
gentamicin_K18303,3,Strong,gentamicin,K18303
gentamicin_K18307,3,Strong,gentamicin,K18307
gentamicin_K18590,2,Moderate,gentamicin,K18590
gentamicin_K18766,-1,Evidence,gentamicin,K18766
gentamicin_K18768,3,Strong,gentamicin,K18768
gentamicin_K18782,3,Strong,gentamicin,K18782
gentamicin_K18815,3,Strong,gentamicin,K18815
gentamicin_K18816,3,Strong,gentamicin,K18816
gentamicin_K18824,2,Moderate,gentamicin,K18824
gentamicin_K18845,3,Strong,gentamicin,K18845
gentamicin_K18892,2,Moderate,gentamicin,K18892
gentamicin_K18908,3,Strong,gentamicin,K18908
gentamicin_K18941,2,Moderate,gentamicin,K18941
gentamicin_K18974,3,Strong,gentamicin,K18974
gentamicin_K19096,2,Moderate,gentamicin,K19096
gentamicin_K19215,3,Strong,gentamicin,K19215
gentamicin_K19272,3,Strong,gentamicin,K19272
gentamicin_K19274,3,Strong,gentamicin,K19274
gentamicin_K19275,3,Strong,gentamicin,K19275
gentamicin_K19276,3,Strong,gentamicin,K19276
gentamicin_K19277,3,Strong,gentamicin,K19277
gentamicin_K19278,3,Strong,gentamicin,K19278
gentamicin_K19279,3,Strong,gentamicin,K19279
gentamicin_K19300,3,Strong,gentamicin,K19300
gentamicin_K19301,3,Strong,gentamicin,K19301
gentamicin_K19315,3,Strong,gentamicin,K19315
gentamicin_K19592,3,Strong,gentamicin,K19592
gentamicin_K19593,3,Strong,gentamicin,K19593
gentamicin_K19883,3,Strong,gentamicin,K19883
gentamicin_K21133,3,Strong,gentamicin,K21133
gentamicin_K21134,2,Moderate,gentamicin,K21134
gentamicin_K21135,3,Strong,gentamicin,K21135
gentamicin_K21136,3,Strong,gentamicin,K21136
imipenem_K00563,1,Weak,imipenem,K00563
imipenem_K00638,1,Weak,imipenem,K00638
imipenem_K00687,3,Strong,imipenem,K00687
imipenem_K01467,3,Strong,imipenem,K01467
imipenem_K02546,2,Moderate,imipenem,K02546
imipenem_K02547,2,Moderate,imipenem,K02547
imipenem_K02621,2,Moderate,imipenem,K02621
imipenem_K03297,2,Moderate,imipenem,K03297
imipenem_K03446,3,Strong,imipenem,K03446
imipenem_K03543,3,Strong,imipenem,K03543
imipenem_K03577,2,Moderate,imipenem,K03577
imipenem_K03585,3,Strong,imipenem,K03585
imipenem_K03587,3,Strong,imipenem,K03587
imipenem_K03760,2,Moderate,imipenem,K03760
imipenem_K06159,2,Moderate,imipenem,K06159
imipenem_K07552,2,Moderate,imipenem,K07552
imipenem_K07642,2,Moderate,imipenem,K07642
imipenem_K07660,2,Moderate,imipenem,K07660
imipenem_K07788,3,Strong,imipenem,K07788
imipenem_K07789,3,Strong,imipenem,K07789
imipenem_K07799,1,Weak,imipenem,K07799
imipenem_K08161,3,Strong,imipenem,K08161
imipenem_K08167,2,Moderate,imipenem,K08167
imipenem_K09475,3,Strong,imipenem,K09475
imipenem_K09476,3,Strong,imipenem,K09476
imipenem_K10011,2,Moderate,imipenem,K10011
imipenem_K12340,3,Strong,imipenem,K12340
imipenem_K12556,3,Strong,imipenem,K12556
imipenem_K13632,3,Strong,imipenem,K13632
imipenem_K15549,3,Strong,imipenem,K15549
imipenem_K15550,2,Moderate,imipenem,K15550
imipenem_K17836,3,Strong,imipenem,K17836
imipenem_K18072,3,Strong,imipenem,K18072
imipenem_K18073,3,Strong,imipenem,K18073
imipenem_K18093,3,Strong,imipenem,K18093
imipenem_K18095,3,Strong,imipenem,K18095
imipenem_K18129,3,Strong,imipenem,K18129
imipenem_K18130,3,Strong,imipenem,K18130
imipenem_K18131,3,Strong,imipenem,K18131
imipenem_K18135,3,Strong,imipenem,K18135
imipenem_K18138,3,Strong,imipenem,K18138
imipenem_K18139,3,Strong,imipenem,K18139
imipenem_K18140,2,Moderate,imipenem,K18140
imipenem_K18141,2,Moderate,imipenem,K18141
imipenem_K18144,3,Strong,imipenem,K18144
imipenem_K18145,3,Strong,imipenem,K18145
imipenem_K18147,3,Strong,imipenem,K18147
imipenem_K18150,3,Strong,imipenem,K18150
imipenem_K18295,3,Strong,imipenem,K18295
imipenem_K18297,3,Strong,imipenem,K18297
imipenem_K18298,2,Moderate,imipenem,K18298
imipenem_K18299,2,Moderate,imipenem,K18299
imipenem_K18300,3,Strong,imipenem,K18300
imipenem_K18301,2,Moderate,imipenem,K18301
imipenem_K18302,3,Strong,imipenem,K18302
imipenem_K18306,3,Strong,imipenem,K18306
imipenem_K18308,3,Strong,imipenem,K18308
imipenem_K18476,-1,Evidence,imipenem,K18476
imipenem_K18698,2,Moderate,imipenem,K18698
imipenem_K18699,3,Strong,imipenem,K18699
imipenem_K18766,2,Moderate,imipenem,K18766
imipenem_K18767,3,Strong,imipenem,K18767
imipenem_K18768,3,Strong,imipenem,K18768
imipenem_K18780,3,Strong,imipenem,K18780
imipenem_K18781,3,Strong,imipenem,K18781
imipenem_K18782,3,Strong,imipenem,K18782
imipenem_K18790,2,Moderate,imipenem,K18790
imipenem_K18791,3,Strong,imipenem,K18791
imipenem_K18792,3,Strong,imipenem,K18792
imipenem_K18793,3,Strong,imipenem,K18793
imipenem_K18794,3,Strong,imipenem,K18794
imipenem_K18795,3,Strong,imipenem,K18795
imipenem_K18796,3,Strong,imipenem,K18796
imipenem_K18797,3,Strong,imipenem,K18797
imipenem_K18891,3,Strong,imipenem,K18891
imipenem_K18892,3,Strong,imipenem,K18892
imipenem_K18898,3,Strong,imipenem,K18898
imipenem_K18899,3,Strong,imipenem,K18899
imipenem_K18902,3,Strong,imipenem,K18902
imipenem_K18903,3,Strong,imipenem,K18903
imipenem_K18908,3,Strong,imipenem,K18908
imipenem_K18909,2,Moderate,imipenem,K18909
imipenem_K18970,3,Strong,imipenem,K18970
imipenem_K18971,3,Strong,imipenem,K18971
imipenem_K18972,3,Strong,imipenem,K18972
imipenem_K18973,3,Strong,imipenem,K18973
imipenem_K18976,3,Strong,imipenem,K18976
imipenem_K19096,3,Strong,imipenem,K19096
imipenem_K19100,3,Strong,imipenem,K19100
imipenem_K19101,3,Strong,imipenem,K19101
imipenem_K19215,3,Strong,imipenem,K19215
imipenem_K19218,3,Strong,imipenem,K19218
imipenem_K19275,3,Strong,imipenem,K19275
imipenem_K19277,-1,Evidence,imipenem,K19277
imipenem_K19318,3,Strong,imipenem,K19318
imipenem_K19319,3,Strong,imipenem,K19319
imipenem_K19586,3,Strong,imipenem,K19586
imipenem_K19593,3,Strong,imipenem,K19593
imipenem_K19594,2,Moderate,imipenem,K19594
imipenem_K19595,2,Moderate,imipenem,K19595
imipenem_K19644,-1,Evidence,imipenem,K19644
imipenem_K20319,3,Strong,imipenem,K20319
imipenem_K20320,3,Strong,imipenem,K20320
imipenem_K21135,3,Strong,imipenem,K21135
imipenem_K21136,2,Moderate,imipenem,K21136
kanamycin_K00287,-1,Evidence,kanamycin,K00287
kanamycin_K00663,3,Strong,kanamycin,K00663
kanamycin_K00984,3,Strong,kanamycin,K00984
